TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue
111595,IS3_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111595,IS3_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111595,IS3_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111595,IS3_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111596,IS4_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111596,IS4_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111596,IS4_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111596,IS4_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111597,IS5_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111597,IS5_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111597,IS5_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111597,IS5_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111598,IS6_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111598,IS6_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111598,IS6_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111598,IS6_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111599,IS7_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111599,IS7_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111599,IS7_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111599,IS7_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111600,IS8_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111600,IS8_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111600,IS8_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111600,IS8_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111601,IS9_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111601,IS9_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111601,IS9_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111601,IS9_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111602,IS10_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111602,IS10_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111602,IS10_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111602,IS10_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111603,IS11_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111603,IS11_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111603,IS11_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111603,IS11_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111604,IS12_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111604,IS12_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111604,IS12_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111604,IS12_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111605,IS13_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111605,IS13_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111605,IS13_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111605,IS13_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111606,IS14_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111606,IS14_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111606,IS11_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111606,IS11_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111607,IS15_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111607,IS15_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111607,IS12_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111607,IS12_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111608,IS16_avg_500ohmmode_720uA,139.7,148.3,scaleNoScaling,A,,%1.3f,,,,,111608,IS16_avg_500ohmmode_720uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111608,IS13_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,,,,,111608,IS13_avg_1k1mode_400uA,139.68,148.32,scaleNoScaling,A,,%1.3f,
111609,IS1_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111609,IS1_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111609,IS1_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111609,IS1_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111610,IS2_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111610,IS2_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111610,IS2_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111610,IS2_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111611,IS3_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111611,IS3_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111611,IS3_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111611,IS3_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111612,IS4_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111612,IS4_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111612,IS4_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111612,IS4_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111613,IS5_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111613,IS5_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111613,IS5_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111613,IS5_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111614,IS6_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111614,IS6_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111614,IS6_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111614,IS6_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111615,IS7_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111615,IS7_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111615,IS7_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111615,IS7_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111616,IS8_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111616,IS8_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111616,IS8_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111616,IS8_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111617,IS9_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111617,IS9_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111617,IS9_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111617,IS9_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111618,IS10_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111618,IS10_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111618,IS10_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111618,IS10_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111619,IS11_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111619,IS11_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111619,IS11_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111619,IS11_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111620,IS12_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111620,IS12_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111620,IS12_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111620,IS12_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111621,IS13_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111621,IS13_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111621,IS9_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111621,IS9_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111622,IS14_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111622,IS14_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111622,IS10_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111622,IS10_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111623,IS15_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111623,IS15_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111623,IS11_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111623,IS11_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111624,IS16_avg_1k0mode_500uA,97,200,scaleNoScaling,A,,%1.3f,,,,,111624,IS16_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111624,IS12_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111624,IS12_avg_1k0mode_500uA,96.5,200.5,scaleNoScaling,A,,%1.3f,
111625,IS1_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111625,IS1_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111625,IS1_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111625,IS1_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111626,IS2_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111626,IS2_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111626,IS2_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111626,IS2_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111627,IS3_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111627,IS3_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111627,IS3_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111627,IS3_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111628,IS4_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111628,IS4_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111628,IS4_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111628,IS4_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111629,IS5_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111629,IS5_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111629,IS5_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111629,IS5_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111630,IS6_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111630,IS6_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111630,IS6_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111630,IS6_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111631,IS7_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111631,IS7_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111631,IS7_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111631,IS7_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111632,IS8_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111632,IS8_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111632,IS8_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111632,IS8_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111633,IS9_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111633,IS9_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111633,IS9_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111633,IS9_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111634,IS10_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111634,IS10_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111634,IS10_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111634,IS10_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111635,IS11_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111635,IS11_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111635,IS11_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111635,IS11_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111636,IS12_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111636,IS12_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111636,IS12_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111636,IS12_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111637,IS13_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111637,IS13_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111637,IS9_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111637,IS9_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111638,IS14_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111638,IS14_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111638,IS10_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111638,IS10_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111639,IS15_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111639,IS15_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111639,IS11_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111639,IS11_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111640,IS16_avg_1k0mode_650uA,116,200,scaleNoScaling,A,,%1.3f,,,,,111640,IS16_avg_1k0mode_650uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111640,IS12_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111640,IS12_avg_1k0mode_500uA,115.5,200.5,scaleNoScaling,A,,%1.3f,
111641,IS1_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111641,IS1_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111641,IS1_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111641,IS1_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111642,IS2_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111642,IS2_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111642,IS2_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111642,IS2_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111643,IS3_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111643,IS3_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111643,IS3_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111643,IS3_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111644,IS4_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111644,IS4_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111644,IS4_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111644,IS4_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111645,IS5_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111645,IS5_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111645,IS5_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111645,IS5_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111646,IS6_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111646,IS6_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111646,IS6_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111646,IS6_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111647,IS7_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111647,IS7_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111647,IS7_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111647,IS7_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111648,IS8_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111648,IS8_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111648,IS8_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111648,IS8_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111649,IS9_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111649,IS9_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111649,IS9_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111649,IS9_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111650,IS10_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111650,IS10_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111650,IS10_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111650,IS10_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111651,IS11_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111651,IS11_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111651,IS11_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111651,IS11_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111652,IS12_avg_1k0mode_acc_err_per100uA,-6.5,4,scaleNoScaling,%,,%1.3f,,,,,111652,IS12_avg_1k0mode_acc_err_per100uA,-8.65,7.14,scaleNoScaling,%,,%1.3f,,,,,111652,IS12_avg_1k0mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111652,IS12_avg_1k0mode_acc_err_per100uA,-100,100,scaleNoScaling,%,,%1.3f,
111653,IS13_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111653,IS13_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111653,IS9_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111653,IS9_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,
111654,IS14_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111654,IS14_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111654,IS10_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111654,IS10_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,
111655,IS15_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111655,IS15_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111655,IS11_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111655,IS11_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,
111656,IS16_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111656,IS16_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111656,IS12_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111656,IS12_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,
111657,IS1_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111657,IS1_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111657,IS2_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111657,IS2_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,
111658,IS2_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111658,IS2_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111658,IS2_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111658,IS2_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,
111659,IS3_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111659,IS3_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111659,IS3_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111659,IS3_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,
111660,IS4_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111660,IS4_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111660,IS4_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111660,IS4_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,
111661,IS5_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111661,IS5_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111661,IS5_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111661,IS5_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,
111662,IS6_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111662,IS6_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111662,IS6_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111662,IS6_avg_1k1mode_acc_err_per100uA,-10,10,scaleNoScaling,%,,%1.3f,
